Name,year,AcresBurned,Counties,Started,Extinguished,Latitude,Longitude,MajorIncident,PersonnelInvolved,duration_days,start_date,day_of_year
Tomahawk Fire,2014,5367,San Diego,2014-05-14T09:45:00Z,2014-05-19T09:20:00Z,33.3529,-117.284889,TRUE,NA,4.982638888888889,2014-05-14,134
Pulgas Fire,2014,14416,San Diego,2014-05-15T14:45:00Z,2014-05-21T17:00:00Z,0,0,FALSE,NA,6.09375,2014-05-15,135
San Mateo Fire,2014,1457,San Diego,2014-05-16T11:24:00Z,2014-05-20T23:30:00Z,33.417572,-117.550567,FALSE,NA,4.504166666666666,2014-05-16,136
Hunters Fire,2014,677,Mariposa,2014-05-26T15:33:00Z,2014-06-02T18:30:00Z,0,0,TRUE,32,7.122916666666667,2014-05-26,146
59 Fire,2014,487,Tuolumne,2014-06-04T11:45:00Z,2014-06-05T20:00:00Z,37.76617,-120.45087,FALSE,NA,1.34375,2014-06-04,155
Santa Fire,2014,14,Riverside,2014-06-04T15:18:00Z,2014-06-04T16:30:00Z,0,0,FALSE,NA,0.05,2014-06-04,155
Hetch Hetchy Fire,2014,269,Tuolumne,2014-06-05T13:04:00Z,2014-06-06T09:30:00Z,37.787,-120.452,FALSE,NA,0.8513888888888889,2014-06-05,156
Bogart Fire,2014,31,Riverside,2014-06-06T17:32:00Z,2014-06-07T19:00:00Z,0,0,TRUE,51,1.0611111111111111,2014-06-06,157
Haigh Fire,2014,130,Mariposa,2014-06-10T15:11:00Z,2014-06-13T18:30:00Z,37.7103,-120.197,TRUE,10,3.1381944444444443,2014-06-10,161
Hall Fire,2014,25,Fresno,2014-06-11T07:30:00Z,2014-06-09T19:15:00Z,36.742747,-119.241493,FALSE,NA,-1.5104166666666667,2014-06-11,162
Norman Fire,2014,70,Solano,2014-06-12T14:29:00Z,2014-06-13T08:00:00Z,121.999,38.453,FALSE,NA,0.7298611111111111,2014-06-12,163
Stoney Fire,2014,4840,Monterey,2014-06-19T15:14:00Z,2014-06-21T19:00:00Z,0,0,FALSE,NA,2.1569444444444446,2014-06-19,170
Reed Fire,2014,120,Calaveras,2014-06-20T15:27:00Z,2014-06-21T19:00:00Z,120.679019,38.178241,FALSE,NA,1.1479166666666667,2014-06-20,171
Oak Fire,2014,85,Calaveras,2014-06-22T12:37:00Z,2014-06-24T19:00:00Z,38.058,-120.66,TRUE,NA,2.265972222222222,2014-06-22,173
Curie Fire,2014,125,Santa Clara,2014-06-30T14:10:00Z,2014-07-01T08:30:00Z,0,0,FALSE,NA,0.7638888888888888,2014-06-30,181
Butts Fire,2014,4300,Napa,2014-07-01T12:08:00Z,2014-07-09T18:00:00Z,38.664,-122.454,TRUE,0,8.244444444444444,2014-07-01,182
Modoc Lightning Complex,2014,1651,Modoc,2014-07-01T19:00:00Z,2014-07-03T10:30:00Z,41.89,-120.79,FALSE,NA,1.6458333333333333,2014-07-01,182
Ranch Fire,2014,70,Kern,2014-07-01T18:15:00Z,2014-07-06T08:30:00Z,0,0,FALSE,NA,4.59375,2014-07-01,182
West Fire,2014,15,Trinity,2014-07-01T03:45:00Z,2014-07-03T10:45:00Z,40.41,-123.24,FALSE,NA,2.2916666666666665,2014-07-01,182
Banner Fire,2014,217,San Diego,2014-07-03T10:43:00Z,2014-07-06T09:15:00Z,33.078948,-116.576454,TRUE,91,2.938888888888889,2014-07-03,184
Gulch Fire,2014,1469,Modoc,2014-07-03T15:46:00Z,2014-07-07T07:00:00Z,41.489,-120.904,TRUE,427,3.6347222222222224,2014-07-03,184
Monticello Fire,2014,6488,Yolo,2014-07-04T21:32:00Z,2014-07-12T18:00:00Z,38.512,-122.104,TRUE,87,7.852777777777778,2014-07-04,185
Cassel Fire,2014,75,Shasta,2014-07-05T18:44:00Z,2014-07-08T18:30:00Z,40.5719,-121.3415,TRUE,108,2.9902777777777776,2014-07-05,186
Hutto Fire,2014,38,Nevada,2014-07-07T16:35:00Z,2014-07-08T06:56:00Z,39.1871,-121.2687,FALSE,NA,0.5979166666666667,2014-07-07,188
Interlake Fire,2014,47,San Luis Obispo,2014-07-07T16:12:00Z,2014-07-08T18:30:00Z,35.8218,-121.0226,FALSE,NA,1.0958333333333334,2014-07-07,188
Bible Fire,2014,30,El Dorado,2014-07-09T14:34:00Z,2014-07-09T16:45:00Z,38.608336,-120.703238,FALSE,NA,0.09097222222222222,2014-07-09,190
Dry Fire,2014,143,Shasta,2014-07-09T13:45:00Z,2014-07-10T07:30:00Z,40.6569,-122.2215,FALSE,NA,0.7395833333333334,2014-07-09,190
Bully Fire,2014,12661,Shasta,2014-07-11T15:37:00Z,2014-07-26T20:00:00Z,40.4314,-122.750788,TRUE,NA,15.182638888888889,2014-07-11,192
Marsh Fire,2014,80,Contra Costa,2014-07-11T21:57:00Z,2014-07-12T18:00:00Z,37.5359,-121.5118,TRUE,NA,0.8354166666666667,2014-07-11,192
Nicolls Fire,2014,1680,Kern,2014-07-11T13:46:00Z,2014-07-21T14:45:00Z,35.642,-118.15,FALSE,NA,10.040972222222223,2014-07-11,192
Wildlife Fire,2014,72,Butte,2014-07-14T18:00:00Z,2014-07-16T08:00:00Z,39.4664,-121.6129,FALSE,NA,1.5833333333333333,2014-07-14,195
Dark Hole Fire,2014,1080,Mariposa,2014-07-17T01:00:00Z,2014-08-20T19:00:00Z,0,0,FALSE,NA,34.75,2014-07-17,198
Iowa Fire,2014,14,Placer,2014-07-21T14:49:00Z,2014-07-22T18:00:00Z,0,0,FALSE,NA,1.132638888888889,2014-07-21,202
Sabina Fire,2014,78,Riverside,2014-07-23T10:47:00Z,2014-07-24T09:00:00Z,0,0,FALSE,NA,0.9256944444444445,2014-07-23,204
Gun Club Fire,2014,300,Merced,2014-07-24T12:06:00Z,2014-07-25T09:15:00Z,0,0,FALSE,NA,0.88125,2014-07-24,205
Sand Fire,2014,4240,Amador,2014-07-25T16:34:00Z,2014-08-02T19:15:00Z,38.5691,-120.7819,TRUE,40,8.111805555555556,2014-07-25,206
El Portal Fire,2014,4689,Mariposa,2014-07-26T17:00:00Z,2014-08-10T08:15:00Z,0,0,FALSE,NA,14.635416666666666,2014-07-26,207
French Fire,2014,13838,Madera,2014-07-28T05:45:00Z,2014-07-28T14:30:00Z,0,0,FALSE,NA,0.3645833333333333,2014-07-28,209
Web Fire,2014,389,Butte,2014-07-28T13:11:00Z,2014-08-01T17:30:00Z,0,0,TRUE,835,4.179861111111111,2014-07-28,209
Siskiyou County Lightning Fires,2014,30,Siskiyou,2014-07-29T13:00:00Z,2014-08-02T11:00:00Z,0,0,TRUE,NA,3.9166666666666665,2014-07-29,210
Bald Fire,2014,39736,Shasta,2014-07-30T20:15:00Z,2014-08-15T14:00:00Z,40.901,-121.368,FALSE,NA,15.739583333333334,2014-07-30,211
Beaver Fire,2014,32496,Siskiyou,2014-07-30T00:00:00Z,2014-09-02T13:00:00Z,0,0,FALSE,NA,34.541666666666664,2014-07-30,211
Coffee Fire,2014,6258,Shasta,2014-07-30T20:30:00Z,2014-11-14T13:00:00Z,41.141,-122.805,FALSE,NA,106.6875,2014-07-30,211
Day Fire,2014,13153,Modoc,2014-07-30T19:01:00Z,2014-08-13T07:00:00Z,41.1336,-121.2144,TRUE,297,13.499305555555555,2014-07-30,211
Lodge Lightning Complex,2014,12536,Mendocino,2014-07-30T06:27:00Z,2014-09-09T19:30:00Z,0,0,TRUE,NA,41.54375,2014-07-30,211
Oregon Gulch Fire (part of the Beaver Complex),2014,35302,Siskiyou,2014-07-30T23:00:00Z,2014-08-18T09:45:00Z,42.048,-122.345,FALSE,NA,18.447916666666668,2014-07-30,211
Eiler Fire,2014,32416,Shasta,2014-07-31T18:04:00Z,2014-08-25T10:00:00Z,40.72,-121.562,TRUE,78,24.663888888888888,2014-07-31,212
Little Deer Fire,2014,5503,Siskiyou,2014-07-31T17:45:00Z,2014-08-18T10:00:00Z,41.682,-122.127,FALSE,NA,17.677083333333332,2014-07-31,212
McClellan Fire,2014,37,Humboldt,2014-08-01T15:47:00Z,2014-08-02T08:00:00Z,0,0,FALSE,NA,0.6756944444444445,2014-08-01,213
July Complex,2014,50042,Siskiyou,2014-08-02T09:00:00Z,2014-08-06T10:00:00Z,0,0,FALSE,NA,4.041666666666667,2014-08-02,214
Happy Camp Complex,2014,0,Siskiyou,2014-08-11T22:00:00Z,2014-08-14T09:30:00Z,41.796,-123.374,FALSE,NA,2.4791666666666665,2014-08-11,223
Shoemaker Fire,2014,190,Los Angeles,2014-08-14T12:48:00Z,2014-12-12T14:00:00Z,34.235,-117.771,FALSE,NA,120.05,2014-08-14,226
Meadow Fire,2014,4772,Mariposa,2014-08-16T00:00:00Z,2014-12-12T13:45:00Z,0,0,FALSE,NA,118.57291666666667,2014-08-16,228
Tecolote Fire,2014,274,Los Angeles,2014-08-17T14:30:00Z,2014-12-12T13:30:00Z,34.267,-117.867,FALSE,NA,116.95833333333333,2014-08-17,229
Boca Fire,2014,84,Nevada,2014-08-18T10:00:00Z,2014-08-19T16:45:00Z,39.3918,-120.0805,FALSE,NA,1.28125,2014-08-18,230
Junction Fire,2014,612,Madera,2014-08-18T13:50:00Z,2014-08-25T08:25:00Z,37.3433,-119.6581,TRUE,188,6.774305555555555,2014-08-18,230
Way Fire,2014,4045,Kern,2014-08-18T14:30:00Z,2014-08-27T18:00:00Z,35.7206,-118.4747,FALSE,NA,9.145833333333334,2014-08-18,230
Oregon Fire,2014,580,Trinity,2014-08-24T16:36:00Z,2014-08-28T19:00:00Z,40.7412,-122.946,TRUE,46,4.1,2014-08-24,236
South Napa Earthquake,2014,6,Napa,2014-08-24T03:20:00Z,2014-08-31T18:00:00Z,0,0,FALSE,NA,7.611111111111111,2014-08-24,236
Pines Fire,2014,10,Madera,2014-08-26T16:23:00Z,2014-12-12T13:45:00Z,37,18.4,FALSE,NA,107.89027777777778,2014-08-26,238
Casa Fire,2014,80,Santa Clara,2014-08-28T15:10:00Z,2014-08-31T08:15:00Z,0,0,FALSE,NA,2.7118055555555554,2014-08-28,240
Leopard Fire,2014,25,Shasta,2014-08-29T12:21:00Z,2014-08-29T13:15:00Z,40,29.24,FALSE,NA,0.0375,2014-08-29,241
Interstate Fire,2014,100,Riverside,2014-09-01T14:03:00Z,2014-09-01T22:00:00Z,0,0,FALSE,NA,0.33125,2014-09-01,244
Saratoga Fire,2014,100,Lake,2014-09-03T16:03:00Z,2014-09-05T18:30:00Z,0,0,FALSE,NA,2.1020833333333333,2014-09-03,246
Jackson Fire,2014,70,Tuolumne,2014-09-04T11:51:00Z,2014-09-05T09:15:00Z,37.8316,-120.3434,FALSE,NA,0.8916666666666667,2014-09-04,247
Bridge Fire,2014,300,Mariposa,2014-09-05T12:39:00Z,2014-09-12T09:00:00Z,0,0,TRUE,NA,6.847916666666666,2014-09-05,248
Montgomery Fire,2014,79,Mariposa,2014-09-07T16:46:00Z,2014-09-09T19:45:00Z,0,0,FALSE,NA,2.1243055555555554,2014-09-07,250
Stage Coach Fire,2014,27,Napa,2014-09-11T15:14:00Z,2014-09-15T14:20:00Z,38.695961,-122.384054,FALSE,NA,3.9625,2014-09-11,254
Bald Hill 3 Fire,2014,210,Humboldt,2014-09-12T15:00:00Z,2014-09-15T11:00:00Z,41.134,-123.753,FALSE,NA,2.8333333333333335,2014-09-12,255
Black Fire,2014,403,Mendocino,2014-09-13T15:48:00Z,2014-09-17T16:10:00Z,0,0,TRUE,15,4.0152777777777775,2014-09-13,256
Dog Bar Fire,2014,247,Nevada,2014-09-13T14:07:00Z,2014-09-18T18:45:00Z,39.113682,-120.999508,TRUE,53,5.1930555555555555,2014-09-13,256
King Fire,2014,97717,El Dorado,2014-09-13T16:32:00Z,2014-10-09T17:20:00Z,38.805437,-120.629714,TRUE,NA,26.033333333333335,2014-09-13,256
Courtney Fire,2014,320,Madera,2014-09-14T13:36:00Z,2014-09-22T07:15:00Z,37.311915,-119.604124,TRUE,90,7.735416666666667,2014-09-14,257
Irene Fire,2014,94,El Dorado,2014-09-14T09:15:00Z,2014-09-17T18:45:00Z,38.59,-120.028,FALSE,NA,3.3958333333333335,2014-09-14,257
Boles Fire,2014,516,Siskiyou,2014-09-15T13:38:00Z,2014-10-11T18:50:00Z,41.42384,-122.37432,TRUE,453,26.216666666666665,2014-09-15,258
June Fire,2014,65,Inyo,2014-09-16T19:07:00Z,2014-09-21T09:00:00Z,0,0,FALSE,NA,4.5784722222222225,2014-09-16,259
Nelson Fire,2014,62,Mendocino,2014-09-21T16:13:00Z,2014-09-22T16:30:00Z,0,0,TRUE,42,1.0118055555555556,2014-09-21,264
Cascade Fire,2014,20,El Dorado,2014-09-25T18:00:00Z,2014-09-25T07:27:00Z,38.9195001,-120.1140659,FALSE,NA,-0.4395833333333333,2014-09-25,268
Foothill Fire,2014,25,Ventura,2014-09-29T19:35:00Z,2014-09-30T15:00:00Z,0,0,FALSE,NA,0.8090277777777778,2014-09-29,272
Dog Rock Fire,2014,311,Mariposa,2014-10-07T15:05:00Z,2014-10-12T18:00:00Z,37,40.34,FALSE,NA,5.121527777777778,2014-10-07,280
Applegate Fire,2014,459,Placer,2014-10-08T13:33:00Z,2014-10-15T07:50:00Z,0,0,TRUE,NA,6.761805555555555,2014-10-08,281
Bane Fire,2014,48,San Bernardino,2014-10-16T14:34:00Z,2014-10-17T18:15:00Z,33.93869,-117.70643,FALSE,NA,1.1534722222222222,2014-10-16,289
Round Fire,2015,7000,Inyo,2015-02-06T14:07:00Z,2015-02-12T07:35:00Z,0,0,TRUE,100,5.727777777777778,2015-02-06,37
Van Dyke Fire,2015,509,Mono,2015-02-06T16:52:00Z,2015-02-20T19:00:00Z,0,0,FALSE,NA,14.088888888888889,2015-02-06,37
Stephens Fire,2015,200,Siskiyou,2015-02-24T12:15:00Z,2015-03-02T09:00:00Z,41.485,-121.851,FALSE,NA,5.864583333333333,2015-02-24,55
Ward Fire,2015,137,Plumas,2015-04-13T05:30:00Z,2015-04-18T23:50:00Z,40.050833333333,-120.70166666667,FALSE,NA,5.763888888888889,2015-04-13,103
Forebay Fire,2015,275,Merced,2015-05-11T10:26:00Z,2015-05-11T12:15:00Z,37.08312,-121.06963,FALSE,NA,0.07569444444444444,2015-05-11,131
Christensen Fire,2015,242,Alameda,2015-05-28T17:00:00Z,2015-05-28T10:30:00Z,0,0,FALSE,NA,-0.2708333333333333,2015-05-28,148
Harrison Fire,2015,80,Riverside,2015-06-01T10:16:00Z,2015-06-05T16:32:00Z,0,0,FALSE,NA,4.261111111111111,2015-06-01,152
FKU Lightning Fires,2015,45,Fresno,2015-06-05T17:00:00Z,2015-06-06T20:00:00Z,0,0,FALSE,NA,1.125,2015-06-05,156
Oasis Fire,2015,25,Lake,2015-06-05T19:57:00Z,2015-06-06T06:45:00Z,0,0,FALSE,NA,0.45,2015-06-05,156
Site Fire,2015,300,Alameda,2015-06-05T20:22:00Z,2015-06-06T07:15:00Z,0,0,FALSE,NA,0.4534722222222222,2015-06-05,156
Snow Fire,2015,25,Riverside,2015-06-05T13:32:00Z,2015-06-05T19:00:00Z,0,0,FALSE,NA,0.22777777777777777,2015-06-05,156
Fox Fire,2015,25,Mariposa,2015-06-07T12:06:00Z,2015-06-09T09:00:00Z,0,0,TRUE,60,1.8708333333333333,2015-06-07,158
Riosa Fire,2015,110,Placer,2015-06-08T10:33:00Z,2015-06-08T11:45:00Z,0,0,TRUE,NA,0.05,2015-06-08,159
Garage Fire,2015,36,Napa,2015-06-09T15:23:00Z,2015-06-10T09:45:00Z,0,0,TRUE,103,0.7652777777777777,2015-06-09,160
Saddle Fire,2015,1542,Trinity,2015-06-10T15:00:00Z,2015-06-29T09:00:00Z,40.924,-123.168,FALSE,NA,18.75,2015-06-10,161
Pass Fire,2015,67,Kern,2015-06-15T15:46:00Z,2015-06-15T18:45:00Z,35.77937,-120.19482000000001,FALSE,NA,0.12430555555555556,2015-06-15,166
Chiles Fire,2015,38,Napa,2015-06-16T14:27:00Z,2015-06-17T13:10:00Z,38.5287,-122.3415,TRUE,120,0.9465277777777777,2015-06-16,167
Fork Fire,2015,55,Tehama,2015-06-17T12:50:00Z,2015-06-17T18:30:00Z,40.0133,-122.552,FALSE,NA,0.2361111111111111,2015-06-17,168
Wildcat Fire,2015,171,San Diego,2015-06-17T17:03:00Z,2015-06-19T17:45:00Z,32.9421,-116.8534,FALSE,NA,2.029166666666667,2015-06-17,168
Collier Fire,2015,122,San Joaquin,2015-06-18T14:09:00Z,2015-06-18T21:15:00Z,0,0,FALSE,NA,0.29583333333333334,2015-06-18,169
Cook Fire,2015,158,Yuba,2015-06-18T13:07:00Z,2015-06-22T11:45:00Z,39.2688,-121.26471,TRUE,250,3.9430555555555555,2015-06-18,169
Corrine Fire,2015,920,Madera,2015-06-18T21:00:00Z,2015-06-25T18:45:00Z,37.165767,-119.523943,TRUE,43,6.90625,2015-06-18,169
Grapefruit Fire,2015,60,Riverside,2015-06-18T14:16:00Z,2015-06-21T07:25:00Z,0,0,FALSE,NA,2.714583333333333,2015-06-18,169
Sky Fire,2015,500,Madera,2015-06-18T14:31:00Z,2015-06-19T08:15:00Z,0,0,FALSE,NA,0.7388888888888889,2015-06-18,169
Triangle Fire,2015,60,Mariposa,2015-06-18T12:03:00Z,2015-06-19T20:05:00Z,0,0,TRUE,NA,1.3347222222222221,2015-06-18,169
Dixie Fire,2015,60,Lassen,2015-06-19T16:15:00Z,2015-06-20T19:35:00Z,40.875667,-121.033667,FALSE,NA,1.1388888888888888,2015-06-19,170
Washington Fire,2015,0,Alpine,2015-06-19T19:00:00Z,2015-06-22T12:05:00Z,38.598056,-119.751944,FALSE,NA,2.7118055555555554,2015-06-19,170
Park Hill Fire,2015,1791,San Luis Obispo,2015-06-20T14:41:00Z,2015-06-24T18:30:00Z,0,0,TRUE,15,4.159027777777778,2015-06-20,171
Calgrove Fire,2015,415,Los Angeles,2015-06-24T13:22:00Z,2015-06-26T17:00:00Z,34.361007,-118.535793,FALSE,NA,2.151388888888889,2015-06-24,175
Sterling Fire,2015,100,San Bernardino,2015-06-25T18:30:00Z,2015-06-29T09:00:00Z,34.165974,-117.243878,FALSE,NA,3.6041666666666665,2015-06-25,176
Otay Fire,2015,80,San Diego,2015-06-26T16:06:00Z,2015-06-26T22:15:00Z,32.6449163,-116.9454387,FALSE,NA,0.25625,2015-06-26,177
Pleasure Fire,2015,19,Napa,2015-06-27T12:51:00Z,2015-06-28T18:00:00Z,38.519132,-122.181878,FALSE,NA,1.2145833333333333,2015-06-27,178
Covelo Fire,2015,35,Mendocino,2015-06-28T13:30:00Z,2015-06-29T07:15:00Z,39.7806004,-123.248214,FALSE,NA,0.7395833333333334,2015-06-28,179
Mesa Fire,2015,211,Santa Barbara,2015-06-29T13:11:00Z,2015-06-29T17:05:00Z,0,0,FALSE,NA,0.1625,2015-06-29,180
Shinn Fire,2015,111,Lassen,2015-06-30T18:00:00Z,2015-07-03T18:00:00Z,0,0,FALSE,NA,3,2015-06-30,181
Merwin Fire,2015,150,Riverside,2015-07-01T20:38:00Z,2015-07-04T13:00:00Z,0,0,FALSE,NA,2.6819444444444445,2015-07-01,182
Webb Fire,2015,75,Butte,2015-07-01T13:05:00Z,2015-07-01T20:20:00Z,0,0,FALSE,NA,0.3020833333333333,2015-07-01,182
Buckaroo Fire,2015,25,El Dorado,2015-07-02T17:10:00Z,2015-07-05T11:30:00Z,0,0,FALSE,NA,2.763888888888889,2015-07-02,183
Geary Fire,2015,45,Alameda,2015-07-02T04:40:00Z,2015-07-03T20:00:00Z,0,0,FALSE,NA,1.6388888888888888,2015-07-02,183
Ione Fire,2015,355,Amador,2015-07-02T01:58:00Z,2015-07-02T06:36:00Z,0,0,TRUE,NA,0.19305555555555556,2015-07-02,183
Soda Fire,2015,23,Mendocino,2015-07-04T15:30:00Z,2015-07-05T09:00:00Z,39.0263,-123.303,FALSE,NA,0.7291666666666666,2015-07-04,185
Keswick Fire,2015,18,Shasta,2015-07-07T12:34:00Z,2015-07-08T16:30:00Z,40.5953,-122.4397,TRUE,NA,1.163888888888889,2015-07-07,188
Mason Fire,2015,43,Modoc,2015-07-09T15:00:00Z,2015-07-13T11:00:00Z,0,0,FALSE,NA,3.8333333333333335,2015-07-09,190
Ascot Fire,2015,40,Solano,2015-07-10T13:36:00Z,2015-07-10T17:00:00Z,38.1029,-122.1578,TRUE,70,0.14166666666666666,2015-07-10,191
Mill 2 Fire,2015,54,San Bernardino,2015-07-12T14:46:00Z,2015-07-21T07:20:00Z,34.0783472,-117.0487863,TRUE,NA,8.690277777777778,2015-07-12,193
Spider Fire,2015,21,Riverside,2015-07-12T13:52:00Z,2015-07-12T19:48:00Z,33.986204,-117.43942,TRUE,NA,0.24722222222222223,2015-07-12,193
241 Fire,2015,214,Orange,2015-07-13T10:47:00Z,2015-07-15T18:45:00Z,33.7626,-117.7274,FALSE,NA,2.3319444444444444,2015-07-13,194
Cooley Fire,2015,181,Siskiyou,2015-07-13T17:56:00Z,2015-07-14T08:30:00Z,41.8048,-122.5029,FALSE,NA,0.6069444444444444,2015-07-13,194
North Fire,2015,4250,San Bernardino,2015-07-17T14:33:00Z,2015-07-21T07:00:00Z,34.339,-117.478,TRUE,215,3.685416666666667,2015-07-17,198
Kerkhoff Fire,2015,60,Fresno,2015-07-18T16:31:00Z,2015-07-22T10:00:00Z,0,0,FALSE,NA,3.7284722222222224,2015-07-18,199
Cabin Fire,2015,6980,Tulare,2015-07-19T08:00:00Z,2015-09-05T18:00:00Z,36.24,-118.54,FALSE,NA,48.416666666666664,2015-07-19,200
Betabel Fire,2015,25,San Benito,2015-07-20T13:23:00Z,2015-07-20T15:30:00Z,36.8727,-121.5681,FALSE,NA,0.08819444444444445,2015-07-20,201
Dorris Fire,2015,24,Siskiyou,2015-07-21T17:00:00Z,2015-07-22T17:00:00Z,41.999341,-121.891226,TRUE,49,1,2015-07-21,202
Triple Fire,2015,430,Tulare,2015-07-21T12:35:00Z,2015-07-26T10:30:00Z,36.085212,-118.824235,TRUE,NA,4.913194444444445,2015-07-21,202
Baxter Fire,2015,26,Placer,2015-07-22T18:17:00Z,2015-07-22T19:50:00Z,38.9361,-121.1548,FALSE,NA,0.06458333333333334,2015-07-22,203
3-11 Fire,2015,116,Modoc,2015-07-23T16:40:00Z,2015-07-26T10:10:00Z,41.29226,-121.172117,FALSE,NA,2.7291666666666665,2015-07-23,204
3-12 Fire,2015,77,Modoc,2015-07-23T17:30:00Z,2015-07-25T22:00:00Z,40.856422,-121.101623,FALSE,NA,2.1875,2015-07-23,204
Cutca Fire,2015,167,San Diego,2015-07-24T16:18:00Z,2015-07-26T06:45:00Z,33.383889,-116.868611,FALSE,NA,1.6020833333333333,2015-07-24,205
Park Fire,2015,25,San Diego,2015-07-24T12:43:00Z,2015-07-25T16:05:00Z,32.682547,-116.51684,FALSE,NA,1.1402777777777777,2015-07-24,205
Queen Fire,2015,158,Humboldt,2015-07-24T23:00:00Z,2015-08-01T21:45:00Z,41.295667,-123.784067,TRUE,57,7.947916666666667,2015-07-24,205
Lowell Fire,2015,2304,Nevada,2015-07-25T14:37:00Z,2015-08-12T19:15:00Z,39.192088,-120.882313,TRUE,27,18.193055555555556,2015-07-25,206
Willow Fire,2015,5702,Madera,2015-07-25T14:30:00Z,2015-08-13T10:30:00Z,37.279722,-119.50014,FALSE,NA,18.833333333333332,2015-07-25,206
Buck Fire,2015,16,Humboldt,2015-07-28T17:19:00Z,2015-07-31T19:00:00Z,40.1093,-123.774,FALSE,NA,3.0701388888888888,2015-07-28,209
Sullivan Fire,2015,40,Stanislaus,2015-07-28T12:10:00Z,2015-07-28T15:00:00Z,37.24523,-121.20324,FALSE,NA,0.11805555555555555,2015-07-28,209
Big Creek Fire,2015,204,Tuolumne,2015-07-29T16:30:00Z,2015-08-04T18:00:00Z,37.823,-120.15644,TRUE,115,6.0625,2015-07-29,210
China Fire,2015,212,Shasta,2015-07-29T17:55:00Z,2015-08-01T19:00:00Z,40.415108,-122.439939,TRUE,120,3.045138888888889,2015-07-29,210
Mallard Fire,2015,75,Shasta,2015-07-29T16:30:00Z,2015-07-31T18:40:00Z,40.509552,-122.199227,TRUE,40,2.0902777777777777,2015-07-29,210
Rocky Fire,2015,69438,Lake,2015-07-29T15:29:00Z,2015-08-14T18:15:00Z,38.8863538,-122.4762475,TRUE,227,16.115277777777777,2015-07-29,210
Advance Fire,2015,86,Tulare,2015-07-30T12:40:00Z,2015-08-05T17:45:00Z,36.49845,-118.9009,TRUE,150,6.211805555555555,2015-07-30,211
Fork Complex,2015,36503,Trinity,2015-07-30T21:30:00Z,2015-08-24T10:00:00Z,0,0,FALSE,NA,24.520833333333332,2015-07-30,211
Frog Fire,2015,4863,Modoc,2015-07-30T17:45:00Z,2015-07-31T20:00:00Z,41.399,-121.392,FALSE,NA,1.09375,2015-07-30,211
Humboldt Lightning Fires,2015,4883,Humboldt,2015-07-30T16:02:00Z,2015-08-19T19:15:00Z,0,0,TRUE,1392,20.134027777777778,2015-07-30,211
Mad River Complex,2015,0,Trinity,2015-07-30T16:00:00Z,2015-08-01T15:25:00Z,0,0,FALSE,NA,1.9756944444444444,2015-07-30,211
Mendocino Lightning Fires,2015,50,Mendocino,2015-07-30T13:36:00Z,2015-08-03T08:55:00Z,39.43301,-123.36316,FALSE,NA,3.8048611111111112,2015-07-30,211
Mendocino National Forest Lightning Complex,2015,227,Mendocino,2015-07-30T14:00:00Z,2015-08-07T21:00:00Z,0,0,FALSE,NA,8.291666666666666,2015-07-30,211
River Complex,2015,77081,Trinity,2015-07-30T22:30:00Z,2015-07-31T20:25:00Z,0,0,FALSE,NA,0.9131944444444444,2015-07-30,211
South Complex,2015,29416,Trinity,2015-07-30T16:00:00Z,2015-08-03T14:00:00Z,0,0,FALSE,NA,3.9166666666666665,2015-07-30,211
Sprig Fire,2015,90,Shasta,2015-07-30T12:57:00Z,2015-07-31T18:30:00Z,40.49865,-122.20109,FALSE,NA,1.23125,2015-07-30,211
Gasquet Complex,2015,30361,Del Norte,2015-07-31T21:00:00Z,2015-08-04T09:00:00Z,0,0,FALSE,NA,3.5,2015-07-31,212
Rough Fire,2015,151623,Fresno,2015-07-31T19:00:00Z,2015-11-09T12:00:00Z,36.874,-118.905,FALSE,NA,100.70833333333333,2015-07-31,212
Nickowitz Fire,2015,7509,Del Norte,2015-08-01T23:23:00Z,2015-11-09T12:00:00Z,0,0,FALSE,NA,99.52569444444444,2015-08-01,213
Scales Fire,2015,65,San Bernardino,2015-08-01T13:04:00Z,2015-08-05T09:00:00Z,0,0,FALSE,NA,3.8305555555555557,2015-08-01,213
Chorro Fire,2015,282,Ventura,2015-08-02T13:15:00Z,2015-08-12T08:00:00Z,0,0,FALSE,NA,9.78125,2015-08-02,214
Fern Fire,2015,75,Shasta,2015-08-02T03:00:00Z,2015-08-04T18:00:00Z,40.67868,-121.93244,TRUE,NA,2.625,2015-08-02,214
Dodge Fire,2015,10570,Lassen,2015-08-03T14:15:00Z,2015-08-04T10:37:00Z,40.938,-120.105,FALSE,NA,0.8486111111111111,2015-08-03,215
Francis Fire,2015,30,Yuba,2015-08-03T18:07:00Z,2015-08-05T07:30:00Z,39.33303,-121.18735,FALSE,NA,1.5576388888888888,2015-08-03,215
Point Fire,2015,59,Shasta,2015-08-03T14:28:00Z,2015-08-04T08:15:00Z,40.3929,-122.40546,TRUE,NA,0.7409722222222223,2015-08-03,215
36 Fire,2015,110,Tehama,2015-08-08T14:55:00Z,2015-08-09T20:30:00Z,40.3506868,-121.7786799,TRUE,NA,1.2326388888888888,2015-08-08,220
De Luz Fire,2015,55,San Diego,2015-08-09T08:22:00Z,2015-08-10T15:05:00Z,33.4115972,-117.2886249,FALSE,NA,1.2798611111111111,2015-08-09,221
